0.200 0.000 0.000 0.000 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
0.400 2.264 -0.228 0.000 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
0.600 0.904 0.335 0.001 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
0.800 4.742 0.686 0.003 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
1.000 4.010 1.754 -0.000 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
1.200 6.205 2.058 -0.000 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
1.400 7.943 1.286 -0.002 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
1.600 0.358 1.665 -0.002 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
1.800 1.885 1.742 -0.006 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
2.000 3.342 3.194 -0.004 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
2.200 1.872 5.198 -0.003 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
2.400 5.737 2.809 -0.003 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
2.600 8.386 2.910 -0.002 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
2.800 2.412 4.263 0.002 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
3.000 6.524 3.008 0.001 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
3.200 5.176 2.528 -0.000 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
3.400 3.945 2.171 0.002 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
3.600 5.051 1.336 0.003 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
3.800 2.938 2.269 0.005 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
4.000 -1.799 4.401 0.006 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
4.200 0.665 3.126 0.001 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
4.400 1.093 1.932 0.000 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
4.600 -0.868 1.104 0.003 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
4.800 -1.787 1.943 0.004 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
5.000 -0.193 1.193 0.003 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
5.200 2.413 1.317 0.002 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
5.400 4.027 1.136 0.001 12	1948.354 -232.860 1190.041 1344.643 195.537 -1922.028 690.082 212.827 1691.705 771.955 998.587 1764.373 538.090 -1328.584 314.968 -2305.731 1796.235 796.099 2355.793 661.621 1430.198 -900.403 2217.986 810.869 
